"Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","r_pmRA","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType"
"Dol Dzim 11",312.75,35.95,"nan",3.0,2545.0,0.42,9.3,"D14",-2.22,0.56,-2.6,0.02,44.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0261",313.45,43.10972,"IR",2.0,852.0,1.395,8.275,"K14",-1.7,0.3,-3.6,0.3,199.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0284",314.11667,49.36861,"IR",3.6,1887.0,0.687,8.775,"K14",-2.71,0.34,-3.22,0.34,121.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 6997",314.125,44.65,"nan",8.0,741.0,0.687,8.9,"D14",-3.89,0.11,-6.45,0.09,150.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 6996",314.125,44.63333,"v",14.0,760.0,0.52,8.54,"VBC",-2.9,2.3,-8.4,2.3,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 53",314.15,51.08333,"nan",22.0,3100.0,1.52,9.09,"D14",-3.51,0.12,0.32,0.19,393.0,"K14","nan","nan","nan","nan",-0.09,0.06,4.0,"3-2-m-*"
"FSR 0275",314.15,46.89167,"IR",3.8,3948.0,0.833,8.91,"K14",-3.52,0.31,-0.98,0.31,160.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0290",314.7875,50.77944,"IR",4.3,1201.0,0.802,8.92,"D14",-1.41,0.54,2.42,0.83,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0273",315.41667,44.81417,"IR",1.9,2220.0,0.833,8.745,"K14",-5.79,0.34,-0.9,0.34,197.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 22",315.42083,44.11194,"nan",2.0,2700.0,0.86,8.55,"K14",-5.1,0.46,-2.0,0.46,82.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7011",315.45417,47.35333,"nan",4.4,1236.0,1.08,8.6,"D14",-5.06,0.44,1.64,0.07,34.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0282",315.575,48.11667,"IR",4.3,2533.0,0.874,9.24,"D14",-4.85,0.02,-4.43,0.46,41.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 428",315.8,44.58333,"nan",10.0,1000.0,0.1,"nan","D14",-3.13,0.16,-1.47,0.09,303.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-n"
"Berkeley 54",315.8,40.46667,"nan",4.0,2300.0,0.77,9.6,"D14",-1.87,0.16,-5.43,0.02,30.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"SAI 141",315.94583,46.98056,"nan",3.0,4940.0,0.94,8.6,"D14",-5.03,0.65,-2.22,0.49,85.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 156",315.94583,47.215,"nan",3.0,3930.0,0.94,8.95,"D14",-4.84,0.55,3.03,0.57,44.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0270",316.04583,44.34917,"IR",1.5,1758.0,0.854,8.255,"D14",-1.47,0.13,-0.74,0.02,41.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7024",316.5375,41.48833,"nan",5.0,1760.0,1.1,8.7,"D14",-2.54,0.21,-3.38,0.01,64.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7031",316.8,50.875,"nan",14.0,900.0,0.854,8.138,"D14",-2.87,0.2,-4.77,0.11,191.0,"K14",0.24,0.2,1.0,"MMU","nan","nan","nan","nan"
"FSR 0288",317.03333,49.00194,"IR",3.1,1734.0,0.791,8.47,"D14",-1.85,0.3,-4.06,0.53,47.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7036",317.50833,15.51667,"p",4.0,1000.0,0.1,9.5,"D14",1.44,0.62,-5.68,1.01,25.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Basel 12",317.625,46.23333,"nan",4.0,1466.0,0.57,8.5,"D14",-2.73,0.14,-1.82,0.26,119.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Dolidze 45",317.69167,37.57444,"OC",16.2,2928.0,0.521,8.935,"D14",-0.12,0.17,-3.08,0.14,458.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-n"
"NGC 7039",317.7,45.61667,"nan",14.0,951.0,0.131,7.82,"BDW",-0.48,0.5,-2.99,0.47,2.0,"K14",-12.2,0.7,1.0,"D14","nan","nan","nan","nan"
"SAI 143",317.7125,50.30861,"nan",3.0,6520.0,1.72,9.25,"D14",-3.61,0.78,-6.14,0.02,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 91",317.71667,48.53667,"nan",3.0,4100.0,1.2,9.35,"D14",-3.41,0.01,-2.6,0.24,52.0,"K14","nan","nan","nan","nan",-0.13,0.04,2.0,"2-1-p-*"
"NGC 7037",317.725,33.76333,"nan",5.0,1760.0,1.1,8.7,"D14",0.77,0.28,-3.53,0.39,80.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Kronberger 80",317.95833,52.38,"nan",1.7,1355.0,1.29,8.85,"K12",-3.03,0.63,-3.96,0.63,9.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 113",318.0,38.6,"nan",56.4,450.0,0.0,8.14,"K05",1.04,0.22,-4.22,0.24,34.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1369",318.025,47.73333,"nan",5.0,2083.0,0.572,8.64,"D14",-3.36,0.01,-5.37,0.3,113.0,"K14","nan","nan","nan","nan",0.09,0.03,4.0,"nan"
"Basel 13",318.075,46.56667,"nan",10.0,1236.0,0.34,8.8,"D14",-3.01,0.12,-2.75,0.09,412.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0302",318.08333,52.53278,"IR",0.6,"nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7044",318.2875,42.495,"nan",6.0,3326.0,0.66,9.1,"D14",-2.18,0.01,-4.97,0.01,168.0,"K14",-50.56,2.18,10.0,"WC09",-0.16,0.09,10.0,"nan"
"Majaess 211",318.3125,46.36917,"IR",5.0,"nan","nan","nan","D14",-2.41,0.17,-3.3,0.01,106.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Basel 15",318.975,48.85,"nan",6.0,1355.0,0.67,8.5,"D14",-3.82,0.35,-4.45,0.36,88.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 55",319.24167,51.75889,"nan",4.2,3981.0,1.85,7.7,"D14",-5.93,0.44,-12.57,0.03,21.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-m-*"
"Berkeley 56",319.425,41.82667,"nan",2.0,12100.0,0.4,9.6,"K14",-0.56,0.47,-0.07,0.47,31.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-m-*"
"NGC 7055",319.875,57.57,"nan",5.0,1275.0,1.1,8.9,"D14",0.38,0.59,4.3,0.89,32.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Basel 14",320.325,44.81667,"nan",5.0,964.0,0.65,8.3,"D14",-1.85,0.52,0.81,0.14,100.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 236 07",320.36667,-51.81167,"nan",30.0,2933.0,0.042,9.75,"D14",3.6,0.59,-4.99,0.47,172.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"Teutsch 144",320.4375,50.61889,"nan",8.4,2280.0,0.7,8.9,"D14",-3.07,0.21,-6.17,0.27,235.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0295",320.65833,49.8775,"IR",3.2,1230.0,0.799,8.8,"D14",-2.61,0.74,-5.73,0.17,37.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7062",320.8625,46.37833,"nan",5.0,1910.0,0.43,8.85,"BDW",-2.52,3.13,-5.83,2.6,1.0,"K14","nan","nan","nan","nan",0.08,0.05,1.0,"nan"
"FSR 0296",320.97917,49.92194,"IR",3.1,2400.0,0.731,8.938,"D14",-0.26,0.54,-9.92,0.45,32.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7063",321.0875,36.48667,"nan",9.0,689.0,0.091,7.977,"D14",-1.07,0.21,-2.53,0.05,139.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7067",321.09583,48.01,"nan",6.0,3600.0,0.75,8.0,"D14",-3.69,0.26,-5.6,0.35,116.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0304",321.12917,51.33944,"IR",8.1,1423.0,0.729,8.785,"D14",-3.74,0.22,-6.97,0.44,88.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 92",321.19583,57.53333,"nan",2.0,8630.0,0.8,9.5,"K12",-2.29,0.57,-1.62,0.57,3.0,"K14","nan","nan","nan","nan",-0.38,"nan","nan","3-1-p-*"
"Kronberger 81",321.5375,53.53278,"nan",3.5,7500.0,1.801,8.6,"D14",0.06,0.02,-1.82,0.31,31.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7071",321.6625,47.92,"r",8.0,1684.0,1.14,8.48,"D14",-1.52,0.15,-2.13,0.2,221.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"FSR 0314",321.95,53.74917,"IR",1.0,1710.0,1.041,8.14,"K12",-2.54,0.33,0.22,0.33,12.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0306",322.09167,51.64194,"IR",9.0,2328.0,1.291,7.5,"D14",-2.46,0.07,-1.66,0.11,168.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7082",322.32083,47.12667,"nan",25.0,1442.0,0.237,8.233,"D14",-1.9,0.08,-2.32,0.07,1571.0,"K14",-9.1,10.0,1.0,"D14",-0.01,0.15,"nan","nan"
"Platais 1",322.50833,48.97667,"nan",10.0,1268.0,0.357,8.244,"D14",-2.65,0.1,-1.31,0.14,414.0,"K14",-26.73,0.4,3.0,"FM09","nan","nan","nan","nan"
"NGC 7086",322.6125,51.6,"nan",12.0,1298.0,0.807,8.142,"BDW",0.98,1.56,0.22,1.44,1.0,"K14",-18.95,0.76,1.0,"MMU","nan","nan","nan","nan"
"NGC 7092",322.95,48.43333,"nan",29.0,326.0,0.013,8.445,"TYC",-7.9,0.54,-20.1,0.54,14.0,"K14",-5.26,0.3,17.0,"M09",0.01,0.01,60.0,"nan"
"NGC 7084",323.1375,17.50833,"nan",16.0,765.0,0.1,9.18,"D14",-1.39,0.49,-6.76,0.44,102.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0317",323.15417,53.76333,"IR",3.9,1934.0,0.833,8.8,"K12",-3.21,0.29,0.08,0.29,7.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0307",323.5125,50.76639,"IR",1.2,1500.0,0.5,9.15,"D14",0.9,0.41,-1.15,0.02,35.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7093",323.5875,45.965,"nan",13.0,1785.0,0.61,8.95,"D14",-1.96,0.21,-3.57,0.16,385.0,"K14","nan","nan","nan","nan",-0.15,0.13,1.0,"nan"
"FSR 0312",323.7125,50.92389,"IR",2.0,2700.0,0.889,8.66,"K12",-3.19,0.62,-2.37,0.62,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0320",323.85833,53.68556,"IR",1.5,4724.0,1.02,8.85,"D14",-1.28,0.89,0.35,0.89,29.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Kronberger 84",323.88333,53.51361,"nan",2.2,1075.0,0.61,8.78,"K12",-3.86,0.93,0.5,0.93,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0324",324.0375,53.81472,"IR",1.3,4499.0,0.66,9.0,"D14",-4.24,0.02,-1.34,0.02,24.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0326",324.50833,53.81944,"IR",1.9,8435.0,1.77,8.7,"K12",-4.91,0.5,-3.02,0.5,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler 37",324.775,57.5,"v",89.0,835.0,0.47,7.054,"TYC",-1.58,0.52,-1.7,0.52,28.0,"K14",-19.06,2.42,8.0,"D14","nan","nan","nan","nan"
"ASCC 114",325.00417,53.97,"nan",19.2,550.0,0.26,7.75,"D14",-4.25,0.12,-4.52,0.06,653.0,"K14",-22.0,4.9,1.0,"D14","nan","nan","nan","nan"
"FSR 0316",325.21667,52.30694,"IR",1.0,1940.0,0.5,8.915,"D14",-5.84,0.27,1.09,1.71,15.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7129",325.74583,66.11333,"nan",7.0,1070.0,0.97,8.08,"D14",-1.62,0.53,-3.08,0.49,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-n"
"FSR 0323",325.79167,52.5325,"IR",2.1,6699.0,0.6,8.95,"K12",-6.61,0.51,-0.28,0.51,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Barkhatova 2",325.90833,51.07139,"nan",5.0,1676.0,0.77,6.85,"D14",-0.53,0.48,-1.46,0.24,68.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7127",325.92083,54.63,"nan",5.0,1445.0,0.9,8.6,"D14",-4.05,0.28,-3.92,0.05,51.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"NGC 7128",325.9875,53.715,"nan",4.0,2307.0,1.018,7.254,"D14",-5.17,0.24,-4.84,0.05,107.0,"K14",-48.0,5.0,"nan","BDM","nan","nan","nan","nan"
"NGC 7142",326.2875,65.775,"nan",12.0,2100.0,0.35,9.55,"D14",-2.37,0.15,-1.7,0.05,232.0,"K14",-44.12,3.62,12.0,"K12",0.08,0.06,"nan","nan"
"Teutsch 74",326.43333,58.08417,"nan",4.0,2650.0,1.05,9.05,"D14",1.13,0.36,-2.65,0.26,39.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0334",326.54167,55.44889,"IR",1.0,2201.0,0.271,9.31,"D14",-4.03,0.02,-1.82,0.02,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0319",326.65,51.41167,"IR",2.4,1680.0,0.849,8.6,"K12",-4.01,0.33,-3.13,0.33,11.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0333",326.7875,54.93889,"IR",1.5,6001.0,1.099,8.895,"D14",-1.15,0.18,-2.72,0.03,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0322",327.55,51.21111,"IR",3.8,1867.0,0.45,9.25,"K12",-0.25,0.5,-2.22,0.5,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0325",327.67083,51.37472,"IR",1.8,1800.0,0.481,8.45,"D14",0.34,0.03,-2.62,0.02,44.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0336",327.7125,55.24639,"IR",9.9,1116.0,0.5,9.1,"D14",-5.74,0.05,-7.21,0.1,109.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0338",327.93333,55.32944,"IR",2.7,14655.0,2.082,8.1,"K12",-6.26,0.49,-4.22,0.49,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 5146",328.35,47.26667,"nan",20.0,852.0,0.593,6.0,"D14",-2.9,0.28,0.46,0.27,270.0,"K14",-15.04,2.58,2.0,"D14","nan","nan","nan","nan"
"NGC 7160",328.41667,62.60333,"nan",5.0,789.0,0.375,7.278,"D14",-3.11,0.01,-1.31,0.08,48.0,"K14",-23.31,1.31,5.0,"D14",0.16,0.03,"nan","nan"
"Berkeley 93",329.05,63.93333,"nan",2.0,5600.0,1.5,8.0,"K12",-0.96,0.64,-1.03,0.64,1.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 115",329.22083,51.48,"nan",19.2,600.0,0.15,8.59,"D14",0.27,0.08,-1.29,0.06,883.0,"K14",-9.0,5.8,1.0,"D14","nan","nan","nan","nan"
"ASCC 116",329.64167,54.49,"nan",21.6,5000.0,0.51,7.03,"D14",-3.44,0.09,-4.05,0.08,857.0,"K14",-30.6,3.7,1.0,"K12","nan","nan","nan","nan"
"NGC 7175",329.69167,54.81833,"nan",32.0,1930.0,0.87,8.4,"D14",-2.86,0.07,-4.36,0.05,1723.0,"K14",-26.82,4.82,2.0,"D14","nan","nan","nan","nan"
"NGC 7193",330.7625,10.80167,"nan",13.0,1080.0,0.03,9.65,"D14",-1.07,0.72,-5.41,0.5,55.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 117",331.24583,62.27,"nan",42.0,1200.0,0.3,6.67,"K12",-1.36,0.4,-4.97,0.4,6.0,"K14",-11.4,0.8,1.0,"D14","nan","nan","nan","nan"
"NGC 7209",331.27917,46.48333,"nan",14.0,1168.0,0.168,8.617,"D14",0.04,0.13,-0.16,0.05,336.0,"K14",-18.63,0.17,3.0,"MMU",-0.12,"nan","nan","nan"
"FSR 0341",331.3875,53.36833,"IR",1.5,6000.0,0.7,9.0,"D14",-5.15,0.02,-5.55,0.51,33.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 471",331.775,72.0,"nan",130.0,2003.0,0.999,6.88,"D14",-2.22,0.07,-3.32,0.05,4573.0,"K14",-10.94,2.01,1.0,"D14","nan","nan","nan","-2-p-*"
"FSR 0342",331.92083,53.12917,"IR",8.1,2088.0,0.625,8.85,"D14",-4.3,0.19,-3.23,0.14,288.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi Teutsch 5",332.1125,61.02833,"nan",25.2,900.0,0.3,7.02,"D14",-0.96,0.08,-2.81,0.04,985.0,"K14",-42.0,10.0,1.0,"D14","nan","nan","nan","nan"
"FSR 0358",332.55833,58.80806,"IR",5.8,2578.0,2.311,9.3,"D14",-2.09,0.81,-1.48,0.23,30.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7226",332.60833,55.39833,"nan",2.0,2616.0,0.536,8.436,"LOK",-0.77,1.28,-4.41,0.83,20.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1434",332.64167,52.82778,"nan",7.0,2600.0,0.13,8.9,"D14",-3.06,0.25,-0.52,0.21,267.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"FSR 0364",332.7,60.10611,"IR",1.2,3399.0,0.731,9.15,"D14",-3.61,0.02,-1.02,0.08,20.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0354",332.8,57.69944,"IR",5.1,1169.0,0.5,8.0,"D14",-0.67,0.44,-4.0,0.28,98.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7235",333.10417,57.27,"nan",5.0,3330.0,0.9,6.9,"BDW",-4.03,1.27,-2.11,1.19,1.0,"K14",-53.71,0.49,1.0,"MMU","nan","nan","nan","nan"
"VDB 150",333.2,73.33333,"nan",35.0,3990.0,1.228,8.8,"D14",-0.57,0.33,9.07,0.88,269.0,"K14","nan","nan","nan","nan","nan","nan","nan","-3-p-n"
"VDB 152",333.375,70.25,"nan",25.0,1964.0,0.729,9.295,"D14",-2.85,0.25,-1.98,0.18,297.0,"K14",-41.0,0.9,1.0,"D14","nan","nan","nan","3-3-p-n"
"Teutsch 126",333.44167,55.72,"nan",9.0,1740.0,0.22,8.6,"D14",-1.52,0.12,-2.41,0.01,197.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7243",333.78333,49.89833,"nan",29.0,808.0,0.22,8.058,"D14",-0.86,0.06,-1.71,0.03,1637.0,"K14",-10.07,2.83,28.0,"D14",0.06,0.13,"nan","nan"
"NGC 7245",333.79583,54.34333,"nan",7.0,3467.0,0.45,8.65,"D14",-1.98,0.26,-1.76,0.23,191.0,"K14",65.3,3.2,5.0,"CC15",-0.15,0.18,5.0,"nan"
"King 9",333.875,54.4,"nan",3.0,7900.0,0.37,9.5,"D14",-2.36,0.3,-1.41,0.38,67.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-1-m-*"
"Kumar 21",334.08333,60.10167,"IR",1.5,2500.0,1.651,7.68,"D14",3.02,0.08,12.02,0.75,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"IC 1442",334.125,54.05,"nan",5.0,2346.0,0.541,6.982,"D14",-2.67,0.18,-0.85,0.25,79.0,"K14",-63.5,0.9,1.0,"K12","nan","nan","nan","nan"
"FSR 0369",334.1625,60.82056,"IR",0.7,4427.0,1.77,9.1,"K12",-1.64,0.57,-8.27,0.57,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0356",334.5875,56.77278,"IR",0.8,2200.0,0.6,9.1,"K12",-0.88,0.51,-4.46,0.51,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0366",334.6625,59.01389,"IR",0.8,5610.0,1.103,8.715,"K12",-1.82,0.42,-1.33,0.42,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Pismis Moreno 1",334.7,63.26667,"nan",6.0,800.0,0.55,7.4,"D14",-1.61,0.3,-3.09,0.02,33.0,"K14",-23.48,1.53,2.0,"D14","nan","nan","nan","3-3-m-n"
"SBB 2",334.7375,56.08639,"nan",0.5,3600.0,5.89,6.7,"K12",-3.2,0.68,-2.31,0.68,1.0,"K14",-55.0,5.0,1.0,"K12","nan","nan","nan","nan"
"Teutsch 127",334.75,56.12361,"nan",0.8,3600.0,5.89,6.7,"nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 119",334.8,46.9,"nan",25.2,1000.0,0.1,8.83,"D14",-1.52,0.1,-2.42,0.07,946.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7261",335.02917,58.12806,"nan",7.0,2830.0,0.88,8.2,"D14",-2.65,0.33,-3.37,0.07,158.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 94",335.675,55.85,"nan",3.0,2630.0,0.608,6.996,"D14",-1.6,0.38,-1.14,0.09,87.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"SBB 4",335.85,56.6075,"nan",1.5,2270.0,0.1,6.7,"D14",1.1,0.02,-3.69,1.14,32.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 53",336.13333,60.41361,"nan",5.0,5502.0,1.599,8.85,"D14",-1.15,0.43,-4.35,0.24,31.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7296",337.00417,52.32278,"nan",8.0,2450.0,0.24,8.45,"D14",-3.16,0.12,-2.11,0.15,213.0,"K14","nan","nan","nan","nan",0.0,0.13,"nan","nan"
"Berkeley 95",337.075,59.13333,"nan",3.0,3343.0,1.25,7.65,"D14",-2.38,0.01,-2.08,0.17,56.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-p-*"
"Teutsch 76",337.19167,61.63278,"nan",3.0,4150.0,1.17,7.0,"D14",-8.91,0.42,-3.59,0.07,6.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 96",337.45417,55.39639,"nan",3.0,3180.0,0.54,7.6,"D14",-2.86,0.37,-1.31,0.13,59.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 120",337.65,57.21,"nan",36.0,2500.0,0.62,7.08,"D14",-0.65,0.06,-1.97,0.05,2925.0,"K14",-60.8,1.78,1.0,"D14","nan","nan","nan","nan"
"ASCC 121",337.67917,54.9,"nan",27.6,2500.0,0.3,7.73,"D14",-1.79,0.1,-0.24,0.08,1292.0,"K14",-64.3,7.4,1.0,"K12","nan","nan","nan","nan"
"FSR 0357",337.725,53.95639,"IR",0.6,2500.0,0.4,8.835,"K12",-8.15,0.59,-1.78,0.59,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0365",338.26667,55.53944,"IR",1.6,3864.0,0.822,8.905,"D14",-3.04,0.22,-1.34,0.32,40.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 122",338.30833,39.61,"nan",86.4,700.0,0.1,6.98,"K12",-0.77,0.46,-5.05,0.46,9.0,"K14",-6.51,2.57,4.0,"D14","nan","nan","nan","nan"
"FSR 0377",338.71667,58.30444,"IR",1.5,2300.0,0.6,7.7,"D14",-5.87,0.41,-4.04,0.79,27.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 39",339.12083,37.75639,"nan",17.0,810.0,0.08,7.3,"D14",-3.25,0.44,-2.32,0.34,135.0,"K14",-19.5,1.78,1.0,"D14","nan","nan","nan","nan"
"Berkeley 97",339.86667,58.9975,"nan",4.0,2410.0,0.77,8.4,"D14",-1.35,0.25,-1.57,0.06,80.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"NGC 7352",339.92917,57.395,"nan",9.0,2550.0,1.1,7.7,"D14",0.25,0.2,-3.46,0.11,203.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 42",339.95,59.915,"nan",3.5,2585.0,1.74,7.0,"D14",-2.41,0.33,-1.56,0.02,38.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"FSR 0381",340.55417,58.33111,"IR",1.9,3392.0,0.77,8.98,"K12",-3.14,0.26,-0.37,0.26,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0385",340.63333,58.93139,"IR",3.3,1726.0,0.979,8.85,"D14",0.25,0.58,-3.92,0.4,42.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 123",340.65,54.26,"nan",153.6,250.0,0.1,8.41,"K12",12.55,0.61,-1.03,0.61,4.0,"K14",-6.46,6.49,3.0,"K12","nan","nan","nan","nan"
"Berkeley 98",340.65833,52.38778,"nan",10.0,3739.0,0.13,9.4,"D14",-0.47,0.22,-1.52,0.16,233.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"NGC 7380",341.8375,58.13167,"nan",20.0,2222.0,0.602,7.077,"BDW",-1.74,0.84,-2.52,0.81,1.0,"K14",-42.09,4.17,3.0,"D14","nan","nan","nan","nan"
"Teutsch 54",341.84583,59.775,"nan",8.0,2890.0,0.58,8.95,"D14",-1.2,0.48,-0.87,0.25,125.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi 37",342.03333,46.25167,"nan",36.0,600.0,0.15,8.48,"D14",-0.82,0.11,-2.75,0.05,1073.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Majaess 215",342.39167,59.93583,"IR",6.0,"nan","nan","nan","D14",-0.91,0.39,0.67,0.31,61.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 7394",342.59583,52.135,"nan",9.0,1310.0,0.35,8.78,"D14",-1.41,0.23,-0.6,0.12,146.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 0384",342.91667,56.10944,"IR",3.4,4799.0,0.604,8.925,"D14",-2.29,0.4,-3.67,0.41,77.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"King 18",343.00417,58.29333,"nan",8.0,3010.0,0.69,8.1,"D14",-2.35,0.18,-2.52,0.1,225.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-p-*"
